date,num_orders,order_status,total_cbv,service
2016-02-14,230,No Driver Found,12230400,GO-GLAM
2016-02-15,10,Cancelled,1019200,GO-GLAM
2016-02-15,60,Completed,8617700,GO-GLAM
2016-02-15,10,No Driver Found,1374100,GO-GLAM
2016-02-16,10,Cancelled,1638000,GO-GLAM
2016-02-16,60,Completed,10093720,GO-GLAM
2016-02-16,10,No Driver Found,1547000,GO-GLAM
2016-02-17,10,Cancelled,2038400,GO-GLAM
2016-02-17,60,Completed,9218300,GO-GLAM
2016-02-17,0,No Driver Found,427700,GO-GLAM
2016-02-17,0,Other,700700,GO-GLAM
2016-02-18,10,Cancelled,1801800,GO-GLAM
2016-02-18,60,Completed,10293920,GO-GLAM
2016-02-18,10,No Driver Found,1410500,GO-GLAM
2016-02-19,10,Cancelled,1128400,GO-GLAM
2016-02-19,90,Completed,13764660,GO-GLAM
2016-02-19,0,No Driver Found,218400,GO-GLAM
2016-02-20,20,Cancelled,2857400,GO-GLAM
2016-02-20,110,Completed,16734900,GO-GLAM
2016-02-20,0,No Driver Found,455000,GO-GLAM
2016-02-20,0,Other,491400,GO-GLAM
2016-02-21,20,Cancelled,4095000,GO-GLAM
2016-02-21,100,Completed,16216200,GO-GLAM
2016-02-21,0,Other,227500,GO-GLAM
2016-02-22,10,Cancelled,1820000,GO-GLAM
2016-02-22,50,Completed,8444800,GO-GLAM
2016-02-23,10,Cancelled,755300,GO-GLAM
2016-02-23,50,Completed,7653100,GO-GLAM
2016-02-24,10,Cancelled,1865500,GO-GLAM
2016-02-24,60,Completed,9172800,GO-GLAM
2016-02-24,0,No Driver Found,627900,GO-GLAM
2016-02-25,20,Cancelled,3303300,GO-GLAM
2016-02-25,70,Completed,11979240,GO-GLAM
2016-02-25,0,No Driver Found,209300,GO-GLAM
2016-02-26,10,Cancelled,1456000,GO-GLAM
2016-02-26,90,Completed,15002260,GO-GLAM
2016-02-26,0,No Driver Found,864500,GO-GLAM
2016-02-27,20,Cancelled,3066700,GO-GLAM
2016-02-27,130,Completed,19322940,GO-GLAM
2016-02-27,60,No Driver Found,8981700,GO-GLAM
2016-02-27,0,Other,491400,GO-GLAM
2016-02-28,20,Cancelled,2320500,GO-GLAM
2016-02-28,110,Completed,17269980,GO-GLAM
2016-02-28,20,No Driver Found,5259800,GO-GLAM
2016-02-28,0,Other,518700,GO-GLAM
2016-02-29,10,Cancelled,1392300,GO-GLAM
2016-02-29,60,Completed,8736000,GO-GLAM
2016-02-29,10,No Driver Found,1092000,GO-GLAM
2016-02-29,0,Other,218400,GO-GLAM
2016-03-01,10,Cancelled,1838200,GO-GLAM
2016-03-01,50,Completed,7016100,GO-GLAM
2016-03-01,0,No Driver Found,655200,GO-GLAM
2016-03-02,10,Cancelled,1901900,GO-GLAM
2016-03-02,50,Completed,9564100,GO-GLAM
2016-03-02,10,No Driver Found,1428700,GO-GLAM
2016-03-03,10,Cancelled,1765400,GO-GLAM
2016-03-03,80,Completed,13045760,GO-GLAM
2016-03-03,0,No Driver Found,618800,GO-GLAM
2016-03-04,0,Cancelled,555100,GO-GLAM
2016-03-04,90,Completed,13859300,GO-GLAM
2016-03-04,10,No Driver Found,1628900,GO-GLAM
2016-03-04,0,Other,291200,GO-GLAM
2016-03-05,20,Cancelled,4149600,GO-GLAM
2016-03-05,140,Completed,22549800,GO-GLAM
2016-03-05,20,No Driver Found,2912000,GO-GLAM
2016-03-05,0,Other,172900,GO-GLAM
2016-03-06,10,Cancelled,2384200,GO-GLAM
2016-03-06,110,Completed,17064320,GO-GLAM
2016-03-06,20,No Driver Found,4559100,GO-GLAM
2016-03-07,10,Cancelled,1155700,GO-GLAM
2016-03-07,50,Completed,8444800,GO-GLAM
2016-03-07,10,No Driver Found,2347800,GO-GLAM
2016-03-07,10,Other,1146600,GO-GLAM
2016-03-08,10,Cancelled,1446900,GO-GLAM
2016-03-08,60,Completed,9855300,GO-GLAM
2016-03-08,0,No Driver Found,1201200,GO-GLAM
2016-03-09,20,Cancelled,2663570,GO-GLAM
2016-03-09,130,Completed,17245410,GO-GLAM
2016-03-09,20,No Driver Found,3674580,GO-GLAM
2016-03-10,10,Cancelled,1142960,GO-GLAM
2016-03-10,80,Completed,10548720,GO-GLAM
2016-03-10,30,No Driver Found,3721900,GO-GLAM
2016-03-10,0,Other,343980,GO-GLAM
2016-03-11,20,Cancelled,2250430,GO-GLAM
2016-03-11,120,Completed,16546530,GO-GLAM
2016-03-11,20,No Driver Found,2805530,GO-GLAM
2016-03-12,20,Cancelled,2087540,GO-GLAM
2016-03-12,170,Completed,20684300,GO-GLAM
2016-03-12,80,No Driver Found,11533340,GO-GLAM
2016-03-12,0,Other,123760,GO-GLAM
2016-03-13,20,Cancelled,3124940,GO-GLAM
2016-03-13,160,Completed,19706960,GO-GLAM
2016-03-13,60,No Driver Found,8145410,GO-GLAM
2016-03-14,20,Cancelled,2300480,GO-GLAM
2016-03-14,80,Completed,11195730,GO-GLAM
2016-03-14,10,No Driver Found,2467920,GO-GLAM
2016-03-15,10,Cancelled,1190280,GO-GLAM
2016-03-15,70,Completed,9175530,GO-GLAM
2016-03-15,20,No Driver Found,2894710,GO-GLAM
2016-03-16,10,Cancelled,1894620,GO-GLAM
2016-03-16,110,Completed,13739180,GO-GLAM
2016-03-16,20,No Driver Found,3197740,GO-GLAM
2016-03-17,10,Cancelled,1103830,GO-GLAM
2016-03-17,80,Completed,12403300,GO-GLAM
2016-03-17,10,No Driver Found,1660750,GO-GLAM
2016-03-18,10,Cancelled,1544270,GO-GLAM
2016-03-18,110,Completed,13235040,GO-GLAM
2016-03-18,20,No Driver Found,3193190,GO-GLAM
2016-03-19,40,Cancelled,5635630,GO-GLAM
2016-03-19,170,Completed,21324030,GO-GLAM
2016-03-19,60,No Driver Found,8918000,GO-GLAM
2016-03-19,0,Other,127400,GO-GLAM
2016-03-20,20,Cancelled,2460640,GO-GLAM
2016-03-20,160,Completed,19752460,GO-GLAM
2016-03-20,40,No Driver Found,5721170,GO-GLAM
2016-03-21,10,Cancelled,1670760,GO-GLAM
2016-03-21,70,Completed,9657830,GO-GLAM
2016-03-21,30,No Driver Found,5322590,GO-GLAM
2016-03-22,20,Cancelled,3814720,GO-GLAM
2016-03-22,80,Completed,12559820,GO-GLAM
2016-03-22,10,No Driver Found,1184820,GO-GLAM
2016-03-23,10,Cancelled,1037400,GO-GLAM
2016-03-23,80,Completed,10096450,GO-GLAM
2016-03-23,30,No Driver Found,3926650,GO-GLAM
2016-03-24,20,Cancelled,2017470,GO-GLAM
2016-03-24,120,Completed,14428960,GO-GLAM
2016-03-24,30,No Driver Found,4634630,GO-GLAM
2016-03-25,30,Cancelled,3245970,GO-GLAM
2016-03-25,160,Completed,20160140,GO-GLAM
2016-03-25,40,No Driver Found,5853120,GO-GLAM
2016-03-25,0,Other,191100,GO-GLAM
2016-03-26,20,Cancelled,2842840,GO-GLAM
2016-03-26,170,Completed,21318570,GO-GLAM
2016-03-26,30,No Driver Found,4309760,GO-GLAM
2016-03-27,30,Cancelled,3349710,GO-GLAM
2016-03-27,170,Completed,20768020,GO-GLAM
2016-03-27,50,No Driver Found,6657560,GO-GLAM
2016-03-27,10,Other,821730,GO-GLAM
2016-03-28,20,Cancelled,2123030,GO-GLAM
2016-03-28,90,Completed,11928280,GO-GLAM
2016-03-28,20,No Driver Found,2540720,GO-GLAM
2016-03-28,0,Other,318500,GO-GLAM
2016-03-29,10,Cancelled,1235780,GO-GLAM
2016-03-29,80,Completed,11583390,GO-GLAM
2016-03-29,10,No Driver Found,1426880,GO-GLAM
2016-03-29,0,Other,191100,GO-GLAM
2016-03-30,20,Cancelled,2811900,GO-GLAM
2016-03-30,80,Completed,10151960,GO-GLAM
2016-03-30,20,No Driver Found,2254980,GO-GLAM
2016-03-30,0,Other,280280,GO-GLAM
2016-03-31,10,Cancelled,1756300,GO-GLAM
2016-03-31,90,Completed,11668930,GO-GLAM
2016-03-31,10,No Driver Found,1044680,GO-GLAM
2016-04-01,30,Cancelled,3345160,GO-GLAM
2016-04-01,130,Completed,17927910,GO-GLAM
2016-04-01,20,No Driver Found,2579850,GO-GLAM
2016-04-01,0,Other,152880,GO-GLAM
2016-01-01,10,Cancelled,136500,GO-KILAT
2016-01-01,0,Completed,81900,GO-KILAT
2016-01-02,0,Completed,27300,GO-KILAT
2016-01-03,0,Completed,27300,GO-KILAT
2016-01-04,0,Cancelled,54600,GO-KILAT
2016-01-04,30,Completed,709800,GO-KILAT
2016-01-05,0,Cancelled,81900,GO-KILAT
2016-01-05,30,Completed,709800,GO-KILAT
2016-01-05,0,Other,27300,GO-KILAT
2016-01-06,0,Cancelled,27300,GO-KILAT
2016-01-06,20,Completed,518700,GO-KILAT
2016-01-07,0,Cancelled,54600,GO-KILAT
2016-01-07,30,Completed,600600,GO-KILAT
2016-01-08,10,Cancelled,109200,GO-KILAT
2016-01-08,40,Completed,764400,GO-KILAT
2016-01-09,10,Cancelled,191100,GO-KILAT
2016-01-09,20,Completed,464100,GO-KILAT
2016-01-09,0,No Driver Found,27300,GO-KILAT
2016-01-10,10,Cancelled,109200,GO-KILAT
2016-01-10,10,Completed,136500,GO-KILAT
2016-01-11,10,Cancelled,109200,GO-KILAT
2016-01-11,50,Completed,1037400,GO-KILAT
2016-01-11,10,No Driver Found,109200,GO-KILAT
2016-01-12,10,Cancelled,109200,GO-KILAT
2016-01-12,50,Completed,1146600,GO-KILAT
2016-01-13,0,Cancelled,27300,GO-KILAT
2016-01-13,70,Completed,1419600,GO-KILAT
2016-01-13,0,No Driver Found,54600,GO-KILAT
2016-01-14,60,Completed,1228500,GO-KILAT
2016-01-15,50,Completed,1092000,GO-KILAT
2016-01-16,0,Cancelled,27300,GO-KILAT
2016-01-16,50,Completed,1092000,GO-KILAT
2016-01-17,10,Completed,245700,GO-KILAT
2016-01-18,0,Cancelled,81900,GO-KILAT
2016-01-18,90,Completed,1938300,GO-KILAT
2016-01-19,10,Cancelled,109200,GO-KILAT
2016-01-19,80,Completed,1583400,GO-KILAT
2016-01-19,10,No Driver Found,136500,GO-KILAT
2016-01-20,0,Cancelled,54600,GO-KILAT
2016-01-20,70,Completed,1446900,GO-KILAT
2016-01-21,70,Completed,1474200,GO-KILAT
2016-01-22,70,Completed,1501500,GO-KILAT
2016-01-23,40,Completed,873600,GO-KILAT
2016-01-24,0,Cancelled,27300,GO-KILAT
2016-01-24,10,Completed,273000,GO-KILAT
2016-01-25,0,Cancelled,54600,GO-KILAT
2016-01-25,80,Completed,1747200,GO-KILAT
2016-01-26,0,Cancelled,54600,GO-KILAT
2016-01-26,110,Completed,2238600,GO-KILAT
2016-01-27,0,Cancelled,81900,GO-KILAT
2016-01-27,120,Completed,2484300,GO-KILAT
2016-01-28,0,Cancelled,54600,GO-KILAT
2016-01-28,130,Completed,2811900,GO-KILAT
2016-01-29,20,Cancelled,327600,GO-KILAT
2016-01-29,140,Completed,2839200,GO-KILAT
2016-01-29,10,No Driver Found,109200,GO-KILAT
2016-01-30,10,Cancelled,245700,GO-KILAT
2016-01-30,70,Completed,1556100,GO-KILAT
2016-01-31,30,Completed,546000,GO-KILAT
2016-02-01,10,Cancelled,273000,GO-KILAT
2016-02-01,180,Completed,3876600,GO-KILAT
2016-02-01,0,No Driver Found,27300,GO-KILAT
2016-02-02,10,Cancelled,191100,GO-KILAT
2016-02-02,200,Completed,4149600,GO-KILAT
2016-02-03,10,Cancelled,109200,GO-KILAT
2016-02-03,190,Completed,4067700,GO-KILAT
2016-02-03,30,No Driver Found,546000,GO-KILAT
2016-02-04,20,Cancelled,354900,GO-KILAT
2016-02-04,180,Completed,3849300,GO-KILAT
2016-02-04,50,No Driver Found,1037400,GO-KILAT
2016-02-05,20,Cancelled,409500,GO-KILAT
2016-02-05,180,Completed,3849300,GO-KILAT
2016-02-05,10,No Driver Found,218400,GO-KILAT
2016-02-06,10,Cancelled,245700,GO-KILAT
2016-02-06,90,Completed,1911000,GO-KILAT
2016-02-07,20,Completed,409500,GO-KILAT
2016-02-08,0,Cancelled,54600,GO-KILAT
2016-02-08,20,Completed,518700,GO-KILAT
2016-02-09,10,Cancelled,273000,GO-KILAT
2016-02-09,150,Completed,3221400,GO-KILAT
2016-02-09,0,No Driver Found,81900,GO-KILAT
2016-02-10,10,Cancelled,245700,GO-KILAT
2016-02-10,220,Completed,4695600,GO-KILAT
2016-02-10,0,No Driver Found,81900,GO-KILAT
2016-02-11,10,Cancelled,191100,GO-KILAT
2016-02-11,210,Completed,4368000,GO-KILAT
2016-02-11,0,No Driver Found,54600,GO-KILAT
2016-02-12,10,Cancelled,218400,GO-KILAT
2016-02-12,200,Completed,4122300,GO-KILAT
2016-02-12,10,No Driver Found,300300,GO-KILAT
2016-02-13,10,Cancelled,273000,GO-KILAT
2016-02-13,120,Completed,2429700,GO-KILAT
2016-02-14,10,Cancelled,109200,GO-KILAT
2016-02-14,30,Completed,682500,GO-KILAT
2016-02-14,0,No Driver Found,27300,GO-KILAT
2016-02-15,10,Cancelled,163800,GO-KILAT
2016-02-15,250,Completed,5268900,GO-KILAT
2016-02-15,10,No Driver Found,109200,GO-KILAT
2016-02-16,10,Cancelled,136500,GO-KILAT
2016-02-16,240,Completed,5077800,GO-KILAT
2016-02-16,0,No Driver Found,81900,GO-KILAT
2016-02-17,10,Cancelled,218400,GO-KILAT
2016-02-17,230,Completed,4859400,GO-KILAT
2016-02-17,0,No Driver Found,27300,GO-KILAT
2016-02-18,10,Cancelled,273000,GO-KILAT
2016-02-18,210,Completed,4477200,GO-KILAT
2016-02-18,0,No Driver Found,27300,GO-KILAT
2016-02-19,0,Cancelled,54600,GO-KILAT
2016-02-19,250,Completed,5214300,GO-KILAT
2016-02-19,0,No Driver Found,27300,GO-KILAT
2016-02-20,10,Cancelled,109200,GO-KILAT
2016-02-20,120,Completed,2429700,GO-KILAT
2016-02-21,0,Cancelled,81900,GO-KILAT
2016-02-21,30,Completed,682500,GO-KILAT
2016-02-22,10,Cancelled,273000,GO-KILAT
2016-02-22,220,Completed,4531800,GO-KILAT
2016-02-23,10,Cancelled,218400,GO-KILAT
2016-02-23,230,Completed,4859400,GO-KILAT
2016-02-24,10,Cancelled,273000,GO-KILAT
2016-02-24,270,Completed,5569200,GO-KILAT
2016-02-25,20,Cancelled,382200,GO-KILAT
2016-02-25,260,Completed,5378100,GO-KILAT
2016-02-25,0,No Driver Found,81900,GO-KILAT
2016-02-26,20,Cancelled,464100,GO-KILAT
2016-02-26,300,Completed,6360900,GO-KILAT
2016-02-26,10,No Driver Found,163800,GO-KILAT
2016-02-27,10,Cancelled,245700,GO-KILAT
2016-02-27,190,Completed,4013100,GO-KILAT
2016-02-28,0,Cancelled,81900,GO-KILAT
2016-02-28,60,Completed,1337700,GO-KILAT
2016-02-29,20,Cancelled,382200,GO-KILAT
2016-02-29,310,Completed,6524700,GO-KILAT
2016-02-29,10,No Driver Found,191100,GO-KILAT
2016-03-01,20,Cancelled,436800,GO-KILAT
2016-03-01,360,Completed,7589400,GO-KILAT
2016-03-02,20,Cancelled,382200,GO-KILAT
2016-03-02,350,Completed,7452900,GO-KILAT
2016-03-02,10,No Driver Found,245700,GO-KILAT
2016-03-03,10,Cancelled,218400,GO-KILAT
2016-03-03,370,Completed,7807800,GO-KILAT
2016-03-03,0,No Driver Found,81900,GO-KILAT
2016-03-04,20,Cancelled,491400,GO-KILAT
2016-03-04,350,Completed,7289100,GO-KILAT
2016-03-04,190,No Driver Found,3931200,GO-KILAT
2016-03-05,10,Cancelled,273000,GO-KILAT
2016-03-05,220,Completed,4668300,GO-KILAT
2016-03-05,0,No Driver Found,27300,GO-KILAT
2016-03-06,0,Cancelled,81900,GO-KILAT
2016-03-06,70,Completed,1528800,GO-KILAT
2016-03-07,20,Cancelled,382200,GO-KILAT
2016-03-07,390,Completed,8217300,GO-KILAT
2016-03-07,0,No Driver Found,27300,GO-KILAT
2016-03-08,20,Cancelled,382200,GO-KILAT
2016-03-08,430,Completed,9009000,GO-KILAT
2016-03-08,10,No Driver Found,273000,GO-KILAT
2016-03-09,10,Cancelled,191100,GO-KILAT
2016-03-09,150,Completed,3084900,GO-KILAT
2016-03-10,30,Cancelled,627900,GO-KILAT
2016-03-10,400,Completed,8353800,GO-KILAT
2016-03-10,10,No Driver Found,109200,GO-KILAT
2016-03-11,20,Cancelled,354900,GO-KILAT
2016-03-11,340,Completed,7207200,GO-KILAT
2016-03-11,30,No Driver Found,600600,GO-KILAT
2016-03-12,20,Cancelled,327600,GO-KILAT
2016-03-12,250,Completed,5323500,GO-KILAT
2016-03-13,0,Cancelled,54600,GO-KILAT
2016-03-13,80,Completed,1610700,GO-KILAT
2016-03-14,20,Cancelled,464100,GO-KILAT
2016-03-14,440,Completed,9282000,GO-KILAT
2016-03-14,130,No Driver Found,2675400,GO-KILAT
2016-03-15,30,Cancelled,573300,GO-KILAT
2016-03-15,310,Completed,6579300,GO-KILAT
2016-03-15,50,No Driver Found,1010100,GO-KILAT
2016-03-16,20,Cancelled,382200,GO-KILAT
2016-03-16,390,Completed,8190000,GO-KILAT
2016-03-16,40,No Driver Found,846300,GO-KILAT
2016-03-17,30,Cancelled,627900,GO-KILAT
2016-03-17,380,Completed,7917000,GO-KILAT
2016-03-17,50,No Driver Found,955500,GO-KILAT
2016-03-18,30,Cancelled,600600,GO-KILAT
2016-03-18,390,Completed,8271900,GO-KILAT
2016-03-18,80,No Driver Found,1774500,GO-KILAT
2016-03-19,20,Cancelled,354900,GO-KILAT
2016-03-19,270,Completed,5651100,GO-KILAT
2016-03-19,10,No Driver Found,218400,GO-KILAT
2016-03-20,0,Cancelled,81900,GO-KILAT
2016-03-20,110,Completed,2238600,GO-KILAT
2016-03-21,30,Cancelled,546000,GO-KILAT
2016-03-21,470,Completed,9828000,GO-KILAT
2016-03-21,30,No Driver Found,682500,GO-KILAT
2016-03-22,20,Cancelled,409500,GO-KILAT
2016-03-22,290,Completed,6142500,GO-KILAT
2016-03-22,150,No Driver Found,3194100,GO-KILAT
2016-03-23,30,Cancelled,546000,GO-KILAT
2016-03-23,440,Completed,9309300,GO-KILAT
2016-03-23,100,No Driver Found,2047500,GO-KILAT
2016-03-24,60,Cancelled,1255800,GO-KILAT
2016-03-24,450,Completed,9445800,GO-KILAT
2016-03-24,80,No Driver Found,1719900,GO-KILAT
2016-03-25,10,Cancelled,300300,GO-KILAT
2016-03-25,150,Completed,3112200,GO-KILAT
2016-03-26,10,Cancelled,245700,GO-KILAT
2016-03-26,310,Completed,6606600,GO-KILAT
2016-03-26,0,No Driver Found,27300,GO-KILAT
2016-03-27,10,Cancelled,109200,GO-KILAT
2016-03-27,70,Completed,1392300,GO-KILAT
2016-03-28,10,Cancelled,218400,GO-KILAT
2016-03-28,270,Completed,5623800,GO-KILAT
2016-03-28,20,No Driver Found,354900,GO-KILAT
2016-03-29,40,Cancelled,737100,GO-KILAT
2016-03-29,430,Completed,8981700,GO-KILAT
2016-03-29,30,No Driver Found,546000,GO-KILAT
2016-03-30,20,Cancelled,518700,GO-KILAT
2016-03-30,490,Completed,10264800,GO-KILAT
2016-03-30,40,No Driver Found,791700,GO-KILAT
2016-03-31,30,Cancelled,573300,GO-KILAT
2016-03-31,560,Completed,11739000,GO-KILAT
2016-03-31,50,No Driver Found,955500,GO-KILAT
2016-04-01,40,Cancelled,764400,GO-KILAT
2016-04-01,570,Completed,11930100,GO-KILAT
2016-04-01,110,No Driver Found,2402400,GO-KILAT
2016-01-01,1710,Cancelled,23933000,GO-MART
2016-01-01,2920,Completed,40840800,GO-MART
2016-01-01,0,No Driver Found,54600,GO-MART
2016-01-02,2070,Cancelled,29010800,GO-MART
2016-01-02,2930,Completed,41059200,GO-MART
2016-01-03,2460,Cancelled,34489000,GO-MART
2016-01-03,3210,Completed,44935800,GO-MART
2016-01-03,0,No Driver Found,36400,GO-MART
2016-01-03,0,Other,18200,GO-MART
2016-01-04,2230,Cancelled,31213000,GO-MART
2016-01-04,2620,Completed,36654800,GO-MART
2016-01-04,0,Other,18200,GO-MART
2016-01-05,1790,Cancelled,25043200,GO-MART
2016-01-05,2430,Completed,34015800,GO-MART
2016-01-05,0,Other,18200,GO-MART
2016-01-06,1850,Cancelled,25844000,GO-MART
2016-01-06,2570,Completed,35981400,GO-MART
2016-01-06,10,No Driver Found,127400,GO-MART
2016-01-07,1510,Cancelled,21075600,GO-MART
2016-01-07,2040,Completed,28592200,GO-MART
2016-01-08,1920,Cancelled,26899600,GO-MART
2016-01-08,2360,Completed,33051200,GO-MART
2016-01-09,1680,Cancelled,23496200,GO-MART
2016-01-09,2300,Completed,32159400,GO-MART
2016-01-09,0,No Driver Found,18200,GO-MART
2016-01-09,0,Other,36400,GO-MART
2016-01-10,1690,Cancelled,23623600,GO-MART
2016-01-10,2620,Completed,36636600,GO-MART
2016-01-11,1590,Cancelled,22313200,GO-MART
2016-01-11,2320,Completed,32505200,GO-MART
2016-01-11,10,No Driver Found,72800,GO-MART
2016-01-12,1430,Cancelled,20038200,GO-MART
2016-01-12,2130,Completed,29757000,GO-MART
2016-01-12,0,No Driver Found,18200,GO-MART
2016-01-13,1670,Cancelled,23332400,GO-MART
2016-01-13,2460,Completed,34379800,GO-MART
2016-01-14,1380,Cancelled,19346600,GO-MART
2016-01-14,2280,Completed,31850000,GO-MART
2016-01-14,0,Other,54600,GO-MART
2016-01-15,1390,Cancelled,19492200,GO-MART
2016-01-15,2190,Completed,30667000,GO-MART
2016-01-16,1390,Cancelled,19528600,GO-MART
2016-01-16,2460,Completed,34434400,GO-MART
2016-01-16,0,No Driver Found,18200,GO-MART
2016-01-17,1350,Cancelled,18928000,GO-MART
2016-01-17,2490,Completed,34816600,GO-MART
2016-01-18,1130,Cancelled,15852200,GO-MART
2016-01-18,2190,Completed,30703400,GO-MART
2016-01-18,0,No Driver Found,36400,GO-MART
2016-01-19,1400,Cancelled,19583200,GO-MART
2016-01-19,2060,Completed,28810600,GO-MART
2016-01-20,1720,Cancelled,24024000,GO-MART
2016-01-20,2360,Completed,33087600,GO-MART
2016-01-21,1400,Cancelled,19601400,GO-MART
2016-01-21,2300,Completed,32232200,GO-MART
2016-01-22,1460,Cancelled,20384000,GO-MART
2016-01-22,2230,Completed,31267600,GO-MART
2016-01-23,1230,Cancelled,17271800,GO-MART
2016-01-23,2420,Completed,33906600,GO-MART
2016-01-23,0,No Driver Found,18200,GO-MART
2016-01-24,1200,Cancelled,16816800,GO-MART
2016-01-24,2430,Completed,34070400,GO-MART
2016-01-25,730,Cancelled,10155600,GO-MART
2016-01-25,1270,Completed,17836000,GO-MART
2016-01-25,0,No Driver Found,36400,GO-MART
2016-01-26,1210,Cancelled,16907800,GO-MART
2016-01-26,1770,Completed,24770200,GO-MART
2016-01-27,1170,Cancelled,16416400,GO-MART
2016-01-27,2210,Completed,30921800,GO-MART
2016-01-27,0,No Driver Found,18200,GO-MART
2016-01-28,970,Cancelled,13559000,GO-MART
2016-01-28,1870,Completed,26135200,GO-MART
2016-01-29,1090,Cancelled,15288000,GO-MART
2016-01-29,2120,Completed,29647800,GO-MART
2016-01-30,940,Cancelled,13195000,GO-MART
2016-01-30,2170,Completed,30357600,GO-MART
2016-01-30,0,No Driver Found,36400,GO-MART
2016-01-31,1050,Cancelled,14687400,GO-MART
2016-01-31,2410,Completed,33797400,GO-MART
2016-01-31,0,No Driver Found,18200,GO-MART
2016-02-01,600,Cancelled,8426600,GO-MART
2016-02-01,1390,Completed,19455800,GO-MART
2016-02-01,0,No Driver Found,54600,GO-MART
2016-02-02,640,Cancelled,8936200,GO-MART
2016-02-02,1400,Completed,19546800,GO-MART
2016-02-02,10,No Driver Found,200200,GO-MART
2016-02-03,920,Cancelled,12922000,GO-MART
2016-02-03,2170,Completed,30357600,GO-MART
2016-02-04,1040,Cancelled,14505400,GO-MART
2016-02-04,2200,Completed,30812600,GO-MART
2016-02-05,860,Cancelled,12030200,GO-MART
2016-02-05,1900,Completed,26608400,GO-MART
2016-02-05,0,No Driver Found,18200,GO-MART
2016-02-06,840,Cancelled,11739000,GO-MART
2016-02-06,2120,Completed,29720600,GO-MART
2016-02-06,0,No Driver Found,18200,GO-MART
2016-02-07,800,Cancelled,11138400,GO-MART
2016-02-07,2180,Completed,30521400,GO-MART
2016-02-08,820,Cancelled,11411400,GO-MART
2016-02-08,2270,Completed,31777200,GO-MART
2016-02-09,690,Cancelled,9591400,GO-MART
2016-02-09,1960,Completed,27391000,GO-MART
2016-02-09,10,No Driver Found,72800,GO-MART
2016-02-10,820,Cancelled,11538800,GO-MART
2016-02-10,1940,Completed,27172600,GO-MART
2016-02-11,1020,Cancelled,14323400,GO-MART
2016-02-11,2110,Completed,29575000,GO-MART
2016-02-11,0,No Driver Found,18200,GO-MART
2016-02-12,940,Cancelled,13213200,GO-MART
2016-02-12,2160,Completed,30303000,GO-MART
2016-02-12,0,No Driver Found,36400,GO-MART
2016-02-13,1010,Cancelled,14177800,GO-MART
2016-02-13,2480,Completed,34725600,GO-MART
2016-02-14,1450,Cancelled,20293000,GO-MART
2016-02-14,2940,Completed,41150200,GO-MART
2016-02-14,40,No Driver Found,509600,GO-MART
2016-02-15,980,Cancelled,13741000,GO-MART
2016-02-15,2380,Completed,33287800,GO-MART
2016-02-16,900,Cancelled,12667200,GO-MART
2016-02-16,2060,Completed,28883400,GO-MART
2016-02-17,1130,Cancelled,15797600,GO-MART
2016-02-17,2280,Completed,31941000,GO-MART
2016-02-18,720,Cancelled,10010000,GO-MART
2016-02-18,1920,Completed,26936000,GO-MART
2016-02-19,600,Cancelled,8426600,GO-MART
2016-02-19,1840,Completed,25734800,GO-MART
2016-02-19,0,No Driver Found,36400,GO-MART
2016-02-20,580,Cancelled,8135400,GO-MART
2016-02-20,1980,Completed,27700400,GO-MART
2016-02-21,580,Cancelled,8117200,GO-MART
2016-02-21,2130,Completed,29866200,GO-MART
2016-02-21,0,No Driver Found,18200,GO-MART
2016-02-22,590,Cancelled,8226400,GO-MART
2016-02-22,1970,Completed,27554800,GO-MART
2016-02-22,0,No Driver Found,18200,GO-MART
2016-02-23,560,Cancelled,7789600,GO-MART
2016-02-23,1830,Completed,25625600,GO-MART
2016-02-23,0,No Driver Found,18200,GO-MART
2016-02-24,480,Cancelled,6715800,GO-MART
2016-02-24,1840,Completed,25753000,GO-MART
2016-02-24,0,No Driver Found,36400,GO-MART
2016-02-25,580,Cancelled,8153600,GO-MART
2016-02-25,1980,Completed,27773200,GO-MART
2016-02-26,500,Cancelled,6988800,GO-MART
2016-02-26,2040,Completed,28592200,GO-MART
2016-02-26,10,No Driver Found,109200,GO-MART
2016-02-27,520,Cancelled,7334600,GO-MART
2016-02-27,2180,Completed,30466800,GO-MART
2016-02-27,0,No Driver Found,18200,GO-MART
2016-02-28,630,Cancelled,8827000,GO-MART
2016-02-28,2310,Completed,32286800,GO-MART
2016-02-28,0,No Driver Found,36400,GO-MART
2016-02-29,510,Cancelled,7189000,GO-MART
2016-02-29,2000,Completed,27973400,GO-MART
2016-02-29,20,No Driver Found,236600,GO-MART
2016-03-01,550,Cancelled,7644000,GO-MART
2016-03-01,1960,Completed,27500200,GO-MART
2016-03-01,0,No Driver Found,18200,GO-MART
2016-03-02,500,Cancelled,7061600,GO-MART
2016-03-02,2100,Completed,29447600,GO-MART
2016-03-02,0,No Driver Found,36400,GO-MART
2016-03-03,530,Cancelled,7371000,GO-MART
2016-03-03,2130,Completed,29866200,GO-MART
2016-03-04,640,Cancelled,8990800,GO-MART
2016-03-04,2010,Completed,28082600,GO-MART
2016-03-04,0,No Driver Found,36400,GO-MART
2016-03-05,510,Cancelled,7116200,GO-MART
2016-03-05,2090,Completed,29229200,GO-MART
2016-03-06,640,Cancelled,9027200,GO-MART
