,device,first_payment_amount,age,city,number_of_cards,payments_initiated,payments_failed,payments_completed,payments_completed_amount_first_7days,reward_purchase_count_first_7days,coins_redeemed_first_7days,is_referral,visits_feature_1,visits_feature_2,given_permission_1,given_permission_2,user_id,is_churned,segment
32069,realme,258,28,Bangalore,2,3,0,2,0,8,340,FALSE,1,1,1,1,314989,0,check
32080,oneplus,274,28,Bangalore,2,3,1,2,279,5,240,FALSE,2,1,1,0,386753,0,check
32129,apple,500,28,NCR,1,2,1,1,500,4,170,FALSE,1,1,1,1,466421,0,check
34769,realme,1,29,Hyderabad,5,2,0,2,6,1,3,FALSE,1,1,1,1,381658,0,check
34958,oppo,2,29,Bangalore,2,5,2,2,8,1,3,FALSE,1,2,1,1,262867,0,check
35078,oneplus,2,29,Darjeeling,0,2,0,2,36,3,27,FALSE,1,1,0,1,97852,0,check
35178,samsung,2,29,Kozhikode,1,2,0,2,139,2,67,TRUE,1,1,1,1,366454,0,check
35184,apple,2,29,Bangalore,2,4,0,2,74,3,70,FALSE,1,1,1,1,308603,0,check
35273,samsung,3,29,0,1,1,0,1,3,1,3,FALSE,1,3,1,1,83535,0,check
35377,oppo,3,29,Tiruchirappalli,1,3,1,2,38,2,20,TRUE,4,1,1,1,327016,0,check
35455,google,3,29,Kozhikode,1,5,0,2,57,3,23,TRUE,1,1,1,1,342953,0,check
35471,huawei,3,29,Kolkata,1,2,0,2,76,4,73,FALSE,1,1,1,1,169715,0,check
35487,apple,3,29,Pune,3,3,1,2,33,3,23,FALSE,1,1,1,1,391081,0,check
35499,oneplus,3,29,Warangal,1,2,0,1,3,1,3,FALSE,1,1,0,0,294801,0,check
35504,apple,3,29,Mangalore,1,2,1,1,3,1,3,FALSE,2,2,1,1,30418,0,check
35515,samsung,3,29,Hooghly,2,3,1,2,41,3,23,FALSE,1,1,0,0,331263,0,check
35579,realme,3,29,Amreli,0,2,0,2,7,2,7,TRUE,2,1,1,1,283807,0,check
35603,samsung,3,29,Kolkata,2,5,1,2,23,2,20,TRUE,2,1,1,1,249320,0,check
35668,xiaomi,4,29,Ahmedabad,0,6,1,2,4,2,3,TRUE,1,1,1,1,467655,0,check
35723,oppo,4,29,Tiruvallur,3,2,0,2,25,3,3,FALSE,1,2,1,1,83200,0,check
35837,oneplus,5,29,0,2,2,0,2,79,1,3,FALSE,2,1,1,0,410279,0,check
35965,apple,6,29,Hyderabad,4,4,0,2,79,2,53,FALSE,1,1,1,1,105297,0,check
35967,samsung,6,29,Mumbai,3,4,1,1,6,1,3,FALSE,1,2,1,1,164873,0,check
36113,realme,7,29,Thiruvananthapuram,1,4,1,2,52,1,3,TRUE,1,1,1,1,229295,0,check
36126,xiaomi,7,29,NCR,0,2,0,1,7,1,3,FALSE,2,1,1,1,218230,0,check
36170,huawei,7,29,Cuttack,0,1,0,1,7,1,3,FALSE,1,1,1,1,119413,0,check
36196,samsung,8,29,Bangalore,2,3,0,1,0,1,3,FALSE,2,1,1,1,96757,0,check
36242,apple,8,29,Hyderabad,4,4,0,1,8,1,3,FALSE,2,2,1,1,285193,0,check
36264,vivo,8,29,NCR,1,2,0,1,8,1,3,FALSE,1,1,1,1,76573,0,check
36326,samsung,9,29,0,2,7,0,2,17,3,23,FALSE,2,1,1,1,428819,0,check
36329,xiaomi,9,29,Bharuch,4,2,0,2,154,4,73,FALSE,1,1,1,1,191952,0,check
36343,xiaomi,9,29,NCR,7,2,0,2,15,4,7,FALSE,1,1,1,1,435885,0,check
36345,oneplus,9,29,Bangalore,0,3,1,2,26,1,3,FALSE,3,3,1,1,463097,0,check
36407,realme,10,29,Rohtak,3,2,0,1,10,1,3,FALSE,1,1,1,1,39668,0,check
36473,motorola,10,29,Kolkata,1,2,0,1,10,1,3,FALSE,2,1,1,1,500058,0,check
36490,xiaomi,10,29,Bangalore,1,2,0,1,10,1,3,FALSE,1,1,0,1,47214,0,check
36545,xiaomi,11,29,Bangalore,1,2,0,2,37,1,3,FALSE,3,1,1,0,1797,0,check
36626,samsung,12,29,Mumbai,1,2,1,1,12,1,3,FALSE,1,1,1,1,114294,0,check
36630,vivo,12,29,Kolhapur,1,5,1,1,12,1,3,FALSE,1,1,1,0,282580,0,check
36677,samsung,13,29,Chennai,2,2,1,1,13,1,3,FALSE,1,1,1,1,29173,0,check
36693,xiaomi,13,29,Valsad,1,4,0,2,37,3,3,TRUE,1,1,0,1,45057,0,check
36696,oneplus,13,29,NCR,0,3,0,2,27,1,7,FALSE,1,1,1,1,36086,0,check
36718,oppo,13,29,Surat,1,2,0,2,21,2,7,FALSE,2,1,1,1,218028,0,check
36784,realme,13,29,NCR,2,3,1,2,15,1,3,FALSE,2,1,1,1,401603,0,check
36881,samsung,15,29,Koraput,3,4,1,2,34,3,23,FALSE,1,1,1,1,306614,0,check
36941,oneplus,15,29,NCR,1,1,0,1,15,1,3,FALSE,1,1,1,1,191664,0,check
37073,samsung,17,29,Surat,0,3,1,2,27,3,23,TRUE,1,1,1,1,436547,0,check
37103,xiaomi,17,29,Bangalore,0,7,1,2,19,2,20,TRUE,1,1,1,1,245641,0,check
37212,oneplus,17,29,NCR,2,1,0,1,17,1,3,FALSE,1,1,1,1,153257,0,check
37220,xiaomi,17,29,Thiruvananthapuram,2,2,0,2,59,4,20,TRUE,1,1,1,1,405589,0,check
37251,lenovo,18,29,Mumbai,1,2,0,1,18,2,20,FALSE,1,1,0,0,65737,0,check
37263,hmd global,18,29,Kurukshetra,0,1,0,1,18,2,20,FALSE,1,1,1,0,112160,0,check
37386,realme,20,29,0,1,1,0,1,20,2,20,FALSE,2,1,1,1,401352,0,check
37431,samsung,21,29,Visakhapatnam,2,6,4,2,38,3,20,FALSE,2,1,1,1,188905,0,check
37490,samsung,22,29,Hyderabad,0,2,0,1,22,2,20,FALSE,2,1,1,1,192571,0,check
37492,hmd global,22,29,Kolkata,0,2,0,1,22,2,20,FALSE,1,1,1,1,85368,0,check
37517,oneplus,23,29,Kankroli,1,2,0,1,23,2,20,FALSE,1,1,1,0,261359,0,check
37592,vivo,24,29,NCR,3,1,0,1,24,2,20,FALSE,2,1,1,1,164372,0,check
37610,xiaomi,24,29,Ahmedabad,1,1,0,1,24,1,3,FALSE,1,1,1,1,24935,0,check
37612,xiaomi,24,29,Pune,2,2,0,2,30,3,23,FALSE,5,4,1,1,276466,0,check
37832,samsung,29,29,Mumbai,1,1,0,1,29,2,20,FALSE,2,1,1,1,398193,0,check
37897,oneplus,31,29,Udupi,0,2,0,1,31,1,3,FALSE,2,1,1,1,332024,0,check
37950,apple,32,29,Jaipur,3,3,1,2,96,2,20,FALSE,1,1,1,1,203873,0,check
37962,apple,33,29,Bhubaneshwar,0,5,1,2,50,4,40,FALSE,4,1,1,1,85598,0,check
37995,xiaomi,33,29,Hyderabad,1,4,0,2,81,4,40,TRUE,1,2,1,1,487001,0,check
38004,oneplus,33,29,Tiruppur,2,3,0,2,589,2,233,FALSE,1,1,1,1,222610,0,check
38052,htc,33,29,NCR,2,3,1,1,33,2,20,FALSE,1,1,1,1,2708,0,check
38110,apple,34,29,Hyderabad,2,3,1,2,58,4,40,FALSE,1,2,1,1,488362,0,check
38269,samsung,40,29,Wayanad,4,8,4,2,68,1,3,FALSE,1,1,1,1,283577,0,check
38337,vivo,42,29,Jodhpur,1,3,0,2,42,2,20,FALSE,1,2,1,1,166360,0,check
38379,oneplus,43,29,NCR,3,5,2,2,102,4,73,FALSE,1,1,1,1,23703,0,check
38391,motorola,44,29,Bangalore,1,1,0,1,44,1,17,FALSE,1,1,1,1,293370,0,check
38454,apple,46,29,Bangalore,1,2,0,2,0,2,70,FALSE,1,2,1,1,387044,0,check
38478,huawei,47,29,Bangalore,0,1,0,1,47,2,20,FALSE,1,1,1,1,481881,0,check
38479,oneplus,47,29,Meerut,1,2,0,1,47,1,3,FALSE,1,1,1,1,311119,0,check
38490,xiaomi,48,29,Tiruvallur,1,1,0,1,48,2,20,FALSE,1,1,1,1,131515,0,check
38669,samsung,55,29,Tiruvallur,1,1,0,1,55,2,20,FALSE,2,1,1,0,104118,0,check
38730,xiaomi,58,29,Ahmedabad,1,2,0,1,58,2,20,FALSE,4,1,1,1,13458,0,check
38783,xiaomi,61,29,Andheri,0,2,0,2,79,3,87,FALSE,2,3,1,1,6006,0,check
38802,vivo,63,29,agra ,3,1,0,1,63,2,20,FALSE,2,1,1,1,430055,0,check
38876,oneplus,67,29,NCR,2,1,0,1,67,2,53,FALSE,2,1,1,1,63147,0,check
38916,oneplus,67,29,Bangalore,2,3,1,1,67,2,53,FALSE,2,2,1,0,32001,0,check
38920,oneplus,67,29,Sri Ganganagar,1,2,0,2,118,5,90,FALSE,1,1,1,1,363729,0,check
38966,apple,70,29,Bangalore,1,2,0,2,76,1,3,FALSE,1,1,1,1,27402,0,check
38973,oppo,70,29,Bangalore,1,5,0,1,70,3,70,FALSE,1,4,1,1,339831,0,check
39102,oneplus,81,29,0,2,3,0,2,2,3,87,FALSE,4,1,1,1,276936,0,check
39135,xiaomi,83,29,Bangalore,0,1,0,1,83,3,70,FALSE,1,1,1,0,232172,0,check
39177,oppo,86,29,NCR,1,2,0,2,103,3,70,TRUE,1,1,0,1,264093,0,check
39192,xiaomi,88,29,Aurangabad,2,1,0,1,88,4,87,FALSE,2,1,1,1,450789,0,check
39269,xiaomi,99,29,Bangalore,4,5,3,2,123,5,90,FALSE,1,2,1,0,271215,0,check
39302,huawei,101,29,Satara,1,1,0,1,101,3,70,FALSE,1,2,1,1,267039,0,check
39340,oneplus,106,29,Bangalore,2,3,0,2,123,5,90,FALSE,2,1,1,1,127782,0,check
39388,oneplus,113,29,Pune,0,1,0,1,113,3,70,FALSE,1,1,0,0,103192,0,check
39437,vivo,127,29,NCR,4,2,0,2,147,3,70,TRUE,1,1,1,0,371292,0,check
39466,oneplus,132,29,Mumbai,1,1,0,1,132,2,70,FALSE,2,1,1,1,187302,0,check
39487,xiaomi,137,29,Bangalore,2,2,0,1,137,2,133,FALSE,1,1,1,0,375148,0,check
39553,oppo,158,29,Mumbai,5,3,0,2,0,4,73,TRUE,3,3,1,1,427830,0,check
39603,oneplus,174,29,NCR,2,6,0,2,191,4,170,FALSE,1,2,1,1,56991,0,check
39621,oneplus,181,29,Bangalore,3,2,0,2,224,3,93,TRUE,2,1,1,1,117488,0,check
39676,apple,221,29,Mumbai,1,2,0,2,278,6,190,TRUE,1,1,0,1,275147,0,check
39708,apple,256,29,0,2,4,2,1,256,2,53,FALSE,2,1,0,1,297251,0,check
39730,samsung,300,29,Bhubaneshwar,1,2,1,1,300,5,287,FALSE,3,1,1,1,17503,0,check
42495,hmd global,2,30,0,2,3,0,2,34,2,20,FALSE,2,3,1,1,405173,0,check
42615,samsung,2,30,NCR,4,3,0,2,23,2,20,TRUE,2,1,1,1,276125,0,check
42651,oneplus,2,30,Pune,2,5,0,2,36,2,20,TRUE,1,1,0,1,74086,0,check
42762,xiaomi,2,30,NCR,3,3,0,2,6,1,3,TRUE,1,1,1,1,313002,0,check
42984,oneplus,3,30,Aurangabad,5,4,1,2,10,1,3,FALSE,1,1,1,1,202317,0,check
43014,xiaomi,3,30,Bangalore,4,4,0,2,212,4,170,FALSE,2,2,1,1,410023,0,check
43028,google,3,30,Bangalore,1,4,2,2,16,1,3,FALSE,2,5,1,1,261635,0,check
43089,xiaomi,3,30,Bangalore,3,3,1,2,17,1,3,FALSE,1,1,1,1,269632,0,check
43158,apple,3,30,NCR,1,7,2,2,20,2,20,FALSE,1,1,1,1,330805,0,check
43209,apple,3,30,Bangalore,2,4,0,2,25,3,23,FALSE,2,1,1,1,267433,0,check
43288,oneplus,4,30,NCR,4,2,0,2,56,2,7,FALSE,1,1,1,1,82275,0,check
43289,xiaomi,4,30,Ahmedabad,1,14,1,2,39,3,23,FALSE,3,2,1,1,301677,0,check
43355,xiaomi,4,30,Indore,1,3,0,2,4,2,3,TRUE,1,1,0,1,69504,0,check
43414,xiaomi,5,30,NCR,1,5,1,2,30,3,23,FALSE,1,1,1,1,372756,0,check
43423,oneplus,5,30,Bangalore,1,1,0,1,5,1,3,FALSE,1,1,1,0,419092,0,check
43441,vivo,5,30,NCR,0,5,3,1,5,1,3,FALSE,2,1,1,1,182554,0,check
43523,oppo,6,30,Ferozepur,1,1,0,1,6,1,3,FALSE,1,1,1,1,339976,0,check
43562,samsung,6,30,Hyderabad,2,4,2,2,37,3,23,FALSE,1,1,1,1,345768,0,check
43585,apple,6,30,Mumbai,1,2,0,1,6,1,3,FALSE,1,1,1,1,274009,0,check
43636,xiaomi,7,30,NCR,2,2,0,2,53,3,23,FALSE,1,1,1,1,247797,0,check
43637,samsung,7,30,Bangalore,2,2,0,2,16,2,7,FALSE,2,1,1,1,97606,0,check
43683,xiaomi,7,30,Panch mahals,1,1,0,1,7,1,3,FALSE,1,1,1,1,10228,0,check
43698,oneplus,7,30,NCR,3,3,0,2,17,1,3,FALSE,1,2,1,1,310235,0,check
43731,apple,7,30,Pune,1,2,0,2,13,2,7,FALSE,1,2,1,1,435275,0,check
43743,lenovo,7,30,Cuttack,1,3,0,2,13,2,7,TRUE,2,4,1,1,122605,0,check
43761,lenovo,7,30,Warangal,0,1,0,1,7,1,3,FALSE,7,2,1,1,16492,0,check
43793,samsung,7,30,Chikmagalur,1,1,0,1,7,1,3,FALSE,1,1,1,1,252351,0,check
43813,oppo,8,30,Secunderabad,2,3,0,2,56,3,23,TRUE,1,1,1,1,248639,0,check
43826,oneplus,8,30,NCR,4,2,1,1,8,1,3,FALSE,1,2,1,1,321416,0,check
43970,apple,9,30,Bangalore,1,4,0,2,39,3,23,FALSE,1,1,1,1,214885,0,check
44001,xiaomi,10,30,Hyderabad,2,2,0,2,137,5,90,TRUE,1,1,0,0,211651,0,check
44074,oneplus,10,30,Pune,2,2,0,1,10,1,3,FALSE,1,1,1,1,491922,0,check
44093,oppo,10,30,Hyderabad,3,1,0,1,10,1,3,FALSE,1,1,1,1,86058,0,check
44158,oppo,11,30,Ludhiana,0,2,1,1,11,1,3,FALSE,1,1,1,0,407674,0,check
44162,asus,11,30,NCR,1,3,0,2,12,2,3,TRUE,1,2,1,1,398644,0,check
44200,oneplus,11,30,Raebarely,4,13,4,2,30,3,23,FALSE,1,1,1,1,124086,0,check
44232,apple,12,30,Bangalore,2,3,1,2,16,2,7,FALSE,1,2,1,1,325026,0,check
44320,oneplus,13,30,Hyderabad,3,1,0,1,13,1,3,FALSE,1,3,1,1,148884,0,check
44326,vivo,13,30,NCR,1,1,0,1,13,1,3,FALSE,1,1,1,1,22242,0,check
44327,apple,13,30,NCR,2,3,0,2,67,3,23,FALSE,1,1,1,1,315092,0,check
44332,xiaomi,13,30,Hyderabad,0,3,0,2,26,2,7,FALSE,4,2,1,1,266088,0,check
44347,realme,13,30,Mumbai,3,6,3,2,53,3,23,FALSE,2,2,1,1,38315,0,check
44383,xiaomi,13,30,Hyderabad,3,3,0,2,30,1,3,TRUE,1,1,1,1,220404,0,check
44416,realme,14,30,Mumbai,1,2,0,1,14,1,3,FALSE,1,1,1,1,65157,0,check
44446,realme,14,30,NCR,9,2,0,2,17,1,3,TRUE,1,1,1,1,427088,0,check
44495,vivo,15,30,NCR,0,3,0,1,15,1,3,FALSE,1,1,1,1,398656,0,check
44500,oppo,15,30,Kolkata,1,1,0,1,15,1,3,FALSE,1,1,1,1,503521,0,check
44617,samsung,17,30,Eluru,1,2,0,1,17,1,17,FALSE,1,1,1,1,300672,0,check
44713,samsung,17,30,0,2,18,7,2,144,4,73,FALSE,1,1,1,1,278001,0,check
44719,realme,17,30,Bangalore,1,5,3,2,17,2,20,FALSE,1,1,1,1,411856,0,check
44765,vivo,17,30,Mumbai,2,1,0,1,17,1,3,FALSE,1,1,1,0,231935,0,check
44923,lenovo,18,30,Kolkata,2,3,0,2,49,5,40,TRUE,1,1,1,1,448986,0,check
45045,vivo,20,30,Bangalore,9,2,0,2,46,2,20,FALSE,2,1,1,1,316798,0,check
45047,realme,20,30,Banswara,1,5,3,1,20,2,20,FALSE,1,1,1,1,484888,0,check
45100,asus,21,30,Ahmedabad,3,1,0,1,21,2,20,FALSE,1,2,1,1,241454,0,check
45108,xiaomi,22,30,Shillong,2,3,1,1,22,2,20,FALSE,1,1,1,1,311210,0,check
45110,oneplus,22,30,Chennai,4,2,0,2,23,2,20,FALSE,3,1,1,1,435666,0,check
45143,oppo,22,30,Pune,9,1,0,1,22,2,20,FALSE,1,1,1,0,179460,0,check
45206,xiaomi,23,30,Bangalore,2,1,0,1,23,2,20,FALSE,1,1,1,1,298671,0,check
45245,apple,24,30,Newcastle,0,2,0,1,24,2,20,FALSE,1,1,1,1,224456,0,check
45256,xiaomi,24,30,Bhubaneshwar,1,2,0,1,24,2,20,FALSE,1,1,1,1,378916,0,check
45261,apple,24,30,NCR,1,2,0,1,24,2,20,FALSE,1,1,1,0,119382,0,check
45276,apple,25,30,Mumbai,2,8,6,1,25,1,3,FALSE,1,1,1,1,213174,0,check
45399,apple,27,30,Pune,2,2,0,1,27,2,20,FALSE,2,1,1,1,230320,0,check
45434,oneplus,28,30,NCR,3,2,0,2,54,4,40,FALSE,1,1,1,1,355499,0,check
45436,samsung,28,30,Chennai,2,6,1,2,101,5,90,FALSE,3,1,1,1,345317,0,check
45505,xiaomi,30,30,Bangalore,2,3,1,1,30,2,20,FALSE,1,2,1,1,353474,0,check
45548,samsung,31,30,Chennai,4,3,0,2,80,4,40,FALSE,2,1,1,1,186125,0,check
45553,realme,31,30,Ahmedabad,2,2,0,2,48,3,20,TRUE,1,1,1,0,475710,0,check
45668,oneplus,33,30,Bangalore,2,4,0,2,67,4,40,FALSE,1,1,1,1,2084,0,check
45703,xiaomi,33,30,Vellore,1,1,0,1,33,2,20,FALSE,1,1,1,1,283430,0,check
45727,samsung,33,30,Chandigarh,1,3,1,2,167,5,90,TRUE,3,4,1,1,300881,0,check
45749,xiaomi,33,30,Bangalore,3,2,0,2,71,2,20,TRUE,1,1,1,1,83235,0,check
45781,oneplus,34,30,NCR,4,1,0,1,34,2,20,FALSE,1,1,1,1,133122,0,check
45795,huawei,34,30,0,2,1,0,1,34,2,20,FALSE,1,1,0,1,364248,0,check
45854,xiaomi,36,30,Nashik,7,1,0,1,36,2,20,FALSE,1,2,1,1,308797,0,check
45892,apple,38,30,NCR,3,2,0,2,109,2,37,FALSE,1,1,1,1,297282,0,check
45896,xiaomi,38,30,Ludhiana,2,2,0,1,38,2,20,FALSE,1,1,1,1,348224,0,check
45919,apple,39,30,Kolkata,2,3,1,1,39,2,20,FALSE,1,1,1,1,260105,0,check
45972,apple,40,30,Mumbai,1,4,0,1,40,2,37,FALSE,1,1,1,1,495872,0,check
45977,apple,40,30,Mumbai,3,3,0,2,106,4,20,FALSE,1,1,1,1,342935,0,check
45994,xiaomi,40,30,Tiruvallur,1,4,1,1,40,2,20,FALSE,1,1,1,1,293485,0,check
46057,samsung,43,30,Salem,2,3,1,2,46,2,20,FALSE,2,2,1,1,477381,0,check
46132,samsung,46,30,Bharuch,2,8,6,2,135,2,70,FALSE,1,1,1,1,308005,0,check
46150,oneplus,47,30,Surat,4,3,0,2,75,6,40,FALSE,1,1,1,0,494139,0,check
46164,oneplus,47,30,NCR,9,2,0,1,47,2,20,FALSE,2,2,1,1,172550,0,check
46199,apple,49,30,NCR,4,5,2,2,87,3,23,FALSE,1,1,1,1,84100,0,check
46250,oneplus,50,30,0,1,1,0,1,0,2,20,FALSE,2,1,1,1,85388,0,check
46265,xiaomi,51,30,Hyderabad,1,4,0,2,67,5,40,TRUE,1,1,1,1,34729,0,check
46338,oneplus,55,30,Kolkata,3,2,0,1,55,2,20,FALSE,1,2,1,1,239099,0,check
46339,vivo,55,30,NCR,3,1,0,1,55,2,20,FALSE,1,1,1,1,207952,0,check
46348,apple,56,30,Gandhinagar,2,2,0,2,57,2,20,FALSE,1,1,1,1,127202,0,check
46352,apple,56,30,Chennai,2,2,0,2,108,2,103,FALSE,1,1,1,1,343412,0,check
46435,apple,60,30,Bangalore,2,1,0,1,60,2,20,FALSE,1,1,1,1,343460,0,check
46459,oneplus,62,30,Mumbai,7,2,0,1,62,2,20,FALSE,1,1,1,1,200703,0,check
46491,oneplus,64,30,Vijayawada,1,1,0,1,64,2,20,FALSE,1,1,1,1,68650,0,check
46567,xiaomi,67,30,Hyderabad,3,2,0,1,67,2,53,FALSE,2,1,1,0,367041,0,check
46643,vivo,72,30,NCR,3,2,0,1,72,3,70,FALSE,1,1,1,1,132420,0,check
46647,samsung,72,30,Vijayawada,1,3,0,1,72,3,70,FALSE,1,6,1,0,108846,0,check
46657,xiaomi,73,30,Patiala,1,7,3,1,73,3,70,FALSE,1,1,1,1,95301,0,check
46668,xiaomi,74,30,Mandsaur,3,6,2,2,96,5,90,FALSE,3,1,1,1,249042,0,check
46739,oneplus,80,30,0,2,2,0,1,80,4,80,FALSE,1,1,1,1,163147,0,check
46803,huawei,84,30,NCR,0,3,0,2,134,4,70,TRUE,2,1,1,1,27059,0,check
46853,oppo,91,30,shahdol,2,3,0,2,96,4,73,FALSE,1,1,1,1,100779,0,check
46870,xiaomi,93,30,Surat,1,3,0,1,93,3,70,FALSE,1,1,1,1,164663,0,check
46960,apple,104,30,Shimla,1,2,1,1,104,3,70,FALSE,1,3,1,1,382046,0,check
47023,xiaomi,117,30,Hyderabad,1,2,0,2,171,5,90,FALSE,2,1,1,1,81534,0,check
47068,apple,128,30,Bangalore,3,1,0,1,128,3,70,FALSE,2,1,1,1,145618,0,check
47075,samsung,131,30,0,0,1,0,1,131,3,70,FALSE,4,2,1,1,4618,0,check
47119,xiaomi,141,30,Pune,3,1,0,1,141,3,70,FALSE,1,1,1,1,110059,0,check
47146,apple,148,30,Cuttack,1,6,3,2,390,1,167,FALSE,3,2,1,1,211018,0,check
47162,xiaomi,153,30,Secunderabad,2,2,0,1,153,3,70,FALSE,1,1,1,1,53720,0,check
47213,vivo,169,30,Surat,0,4,1,1,169,3,170,FALSE,3,2,1,1,314267,0,check
47261,samsung,188,30,Chennai,1,3,0,2,272,4,173,FALSE,1,1,1,1,220442,0,check
47367,apple,266,30,Mumbai,1,2,0,1,266,2,53,FALSE,1,1,1,1,173308,0,check
47441,apple,540,30,Rajkot,1,3,0,2,1105,8,390,FALSE,1,1,1,1,278592,0,check
50020,oneplus,1,31,Chennai,2,2,0,2,9,1,3,FALSE,2,2,1,1,34690,0,check
50073,xiaomi,2,31,NCR,7,16,12,2,17,1,3,TRUE,1,4,1,1,124480,0,check
50102,oneplus,2,31,NCR,2,2,0,2,45,2,37,FALSE,3,1,1,1,1329,0,check
50135,oneplus,2,31,Mumbai,2,6,3,2,19,2,20,FALSE,2,1,1,1,121159,0,check
50371,oneplus,3,31,Hyderabad,2,3,0,2,506,1,3,FALSE,1,1,0,1,196239,0,check
50411,oneplus,3,31,NCR,7,9,5,1,0,1,3,FALSE,1,2,1,1,248541,0,check
50437,hmd global,3,31,Pune,2,3,1,2,53,2,20,TRUE,1,2,1,0,386080,0,check
50555,apple,3,31,Agra,1,2,0,1,3,1,3,FALSE,2,1,1,1,101701,0,check
50617,realme,3,31,NCR,1,2,0,2,13,3,13,FALSE,1,1,1,1,251291,0,check
50650,oneplus,3,31,Saharanpur,2,1,0,1,3,1,3,FALSE,3,1,1,1,224168,0,check
50690,samsung,4,31,Rohtak,1,1,0,1,4,1,3,FALSE,1,1,1,1,322150,0,check
50740,apple,4,31,Pune,0,2,0,2,61,5,63,TRUE,4,3,1,1,354347,0,check
50758,hmd global,4,31,Mumbai,4,3,0,2,55,4,23,TRUE,1,1,1,1,487851,0,check
50790,realme,4,31,0,7,1,0,1,4,1,3,FALSE,1,1,1,0,292749,0,check
50919,vivo,6,31,Hyderabad,7,2,0,2,15,4,7,TRUE,2,15,1,0,462693,0,check
50959,oneplus,6,31,Mumbai,2,1,0,1,6,1,3,FALSE,1,1,1,1,323621,0,check
50974,realme,6,31,0,2,6,2,1,6,1,3,FALSE,7,1,1,1,443798,0,check
51036,oppo,7,31,Bangalore,2,1,0,1,7,1,3,FALSE,1,1,1,1,258080,0,check
51038,vivo,7,31,Lucknow,1,3,0,1,7,1,3,FALSE,1,1,1,1,1045,0,check
51077,apple,7,31,Hyderabad,2,1,0,1,7,1,3,FALSE,1,1,0,1,302106,0,check
51106,oneplus,7,31,Kochi,1,1,0,1,7,1,3,FALSE,2,1,1,1,323429,0,check
51123,samsung,7,31,Srinagar,3,1,0,1,7,1,3,FALSE,1,1,1,1,98101,0,check
51127,asus,7,31,Wayanad,2,6,1,2,16,2,7,FALSE,1,2,1,1,16676,0,check
51190,apple,7,31,Thrissur,1,2,0,2,30,1,3,FALSE,1,1,1,1,333820,0,check
51215,apple,8,31,Mumbai,2,12,6,2,247,2,70,FALSE,1,2,1,1,387841,0,check
51219,motorola,8,31,Rampur,0,2,1,1,8,1,3,FALSE,1,1,1,1,36264,0,check
51234,oneplus,8,31,Mumbai,1,1,0,1,8,1,3,FALSE,1,2,0,1,327015,0,check
51240,oneplus,8,31,Bargarh,2,15,7,1,8,1,3,FALSE,1,4,1,1,133035,0,check
51245,oppo,8,31,Nellore,1,1,0,1,8,1,3,FALSE,1,1,0,1,434533,0,check
51251,apple,8,31,Bangalore,1,1,0,1,8,1,3,FALSE,1,1,1,0,271148,0,check
51283,oneplus,8,31,Visakhapatnam,2,5,1,2,80,4,73,TRUE,2,2,1,1,236562,0,check
51447,xiaomi,10,31,Hyderabad,0,3,0,1,10,1,3,FALSE,1,1,1,1,255789,0,check
51499,apple,11,31,Lucknow,0,2,1,1,11,1,3,FALSE,1,1,1,1,230814,0,check
51540,oppo,12,31,Bhadrak,3,6,3,2,15,1,3,FALSE,1,1,1,1,326501,0,check
51594,oneplus,12,31,Coimbatore,3,5,2,2,325,3,207,FALSE,2,1,1,1,246326,0,check
51621,xiaomi,13,31,0,6,5,1,2,27,3,7,FALSE,1,1,1,1,477322,0,check
51640,samsung,13,31,NCR,5,3,1,2,13,1,3,FALSE,1,2,1,1,322683,0,check
51661,oppo,13,31,Bangalore,0,7,4,1,13,2,13,FALSE,4,1,1,1,34,0,check
51708,xiaomi,14,31,Madikeri Taluk in Kodagu,3,1,0,1,14,1,3,FALSE,1,1,1,1,491905,0,check
51770,apple,15,31,Mumbai,3,5,2,2,54,1,53,FALSE,1,1,1,1,150199,0,check
51786,apple,15,31,Kolkata,3,1,0,1,15,1,3,FALSE,3,1,1,1,79622,0,check
51812,apple,15,31,Hyderabad,3,1,0,1,15,1,3,FALSE,2,1,1,1,92456,0,check
51883,motorola,17,31,NCR,3,3,2,1,17,1,17,FALSE,2,3,1,1,116210,0,check
51901,samsung,17,31,Pune,4,11,8,2,57,3,37,FALSE,1,1,1,1,127311,0,check
51910,vivo,17,31,Hyderabad,4,1,0,1,17,1,17,FALSE,1,1,1,1,388451,0,check
51952,apple,17,31,Hyderabad,10,4,2,1,17,1,3,FALSE,1,1,1,1,301758,0,check
51973,xiaomi,17,31,Ahmedabad,1,7,4,1,17,1,3,FALSE,1,1,1,1,106622,0,check
52100,xiaomi,17,31,NCR,2,3,0,2,23,3,23,FALSE,1,1,1,1,310690,0,check
52109,vivo,18,31,Kanchipuram,2,2,0,2,39,4,40,FALSE,1,1,1,1,433358,0,check
52148,motorola,18,31,Pune,3,1,0,1,18,2,20,FALSE,1,1,1,1,99302,0,check
52223,oneplus,19,31,Mumbai,5,3,0,1,19,2,20,FALSE,4,1,1,1,200370,0,check
52239,realme,20,31,Udaipur,2,1,0,1,20,2,20,FALSE,1,1,1,1,419948,0,check
52250,xiaomi,20,31,Cuttack,1,2,0,2,53,2,20,FALSE,1,1,1,1,239210,0,check
52272,oneplus,20,31,Pune,2,10,5,2,440,7,307,FALSE,1,1,1,1,203900,0,check
